This program will make the robot wander around. It uses some avoidance
actions if obstacles are detected, otherwise it just has a
constant forward velocity.

Press CTRL-C or Escape to exit.
Could not connect to simulator, connecting to robot through serial port /dev/ttyUSB0.
Syncing 0
Syncing 1
Syncing 2
Connected to robot.
Name: Minnesota_1861
Type: Pioneer
Subtype: p3dx
ArConfig: Config version: 2.0
Loaded robot parameters from /usr/local/Aria/params/p3dx.p
ArLaserConnector: There is a port given, but no port type given so using the robot parameters port type
ArLaserConnector: Set serial port to open /dev/ttyUSB1
laser: waiting for laser to power on.
laser: Connected to the laser.
Line: 0.844219 1137.46
Line: -2.27524 1300.54
Point: 18 1486
Point: 43.6027 1466.78
Point: 68.4996 1446.12
Point: 92.6834 1425.04
Point: 116.915 1414.55
Point: 139.844 1392.68
Point: 162.04 1370.45
Point: 183.864 1350.86
Point: 206.023 1337.85
Point: 227.153 1320.54
Point: 246 1293.05
Point: 266.433 1278.08
Point: 285.79 1259.85
Point: 304.813 1242.32
Point: 324.999 1231.31
Point: 342.818 1212.24
Point: 360.342 1193.89
Point: 378.787 1180.08
Point: 396.546 1165.04
Point: 416.821 1158.26
Point: 433.896 1142.67
Point: 450.55 1126.83
Point: 467.153 1111.69
Point: 481.798 1092.64
Point: 502.017 1087.12
Point: 514.999 1065.82
Point: 534.84 1059.68
Point: 548.715 1041.59
Point: 566.812 1032.17
Point: 579.41 1012.81
Point: 596 1001.13
Point: 608.749 983.171
Point: 626.877 974.407
Point: 638.888 956.084
Point: 654.921 944.274
Point: 671.304 933.014
Point: 688.663 923.088
Point: 699.255 904.055
Point: 714.929 892.028
Point: 730.391 879.729
Point: 745.636 867.162
Point: 760.659 854.331
Point: 775.456 841.24
Point: 790.022 827.892
Point: 804.353 814.293
Point: 825.516 807.516
Point: 839.486 793.3
Point: 853.206 778.842
Point: 865.928 763.478
Point: 879.878 749.219
Point: 892.057 733.421
Point: 911.718 723.718
Point: 923.424 707.395
Point: 945.216 698.707
Point: 962.123 685.945
Point: 969.855 666.496
Point: 987.145 653.697
Point: 1005.95 641.585
Point: 1016.15 623.715
Point: 1035.46 611.35
Point: 1056.36 599.5
Point: 1068.42 582.256
Point: 1085.48 567.591
Point: 1102.35 552.506
Point: 1122.62 538.758
Point: 1140.01 523.201
Point: 1159.93 508.421
Point: 1179.68 493.103
Point: 1195.52 475.75
Point: 1213.92 459.069
Point: 1239.6 444.626
Point: 1255.68 426.169
Point: 1275.3 408.52
Point: 1298.49 391.486
Point: 1323.39 374.316
Point: 1339.39 354.064
Point: 1358.95 334.336
Point: 1382.12 314.931
Point: 1404.04 294.611
Point: 1425.65 273.62
Point: 1452.86 253.005
Point: 1470.89 230.115
Point: 1503.4 208.76
Point: 1523.69 184.876
Point: 1558.51 161.915
Point: 1581.03 136.747
Point: 1609.11 111.262
Point: 1639.77 84.9936
Point: 1670.99 57.7238
Point: 1703.74 29.4248
Point: 1734 0
Point: 1773.73 -30.6464
Point: 1801.91 -62.2956
Point: 1840.5 -95.5131
Point: 1895.42 -131.282
Point: 1932.69 -167.513
Point: 1978.2 -206.026
Point: 2023.94 -246.298
Point: 2072.81 -288.784
Point: 2117.83 -332.58
Point: 2172.76 -379.942
Point: 2224.7 -428.939
Point: 2293.17 -483.603
Point: 2356.49 -539.883
Point: 2426.27 -600.45
Point: 2500.43 -665.165
Point: 2582.65 -735.4
Point: 2661.23 -808.115
Point: 2759.9 -890.896
Point: 2859.28 -978.332
Point: 2968.63 -1073.94
Point: 3097.88 -1182.26
Point: 3224.2 -1295.39
Point: 3374.16 -1424.61
Point: 3541.54 -1568.78
Point: 3717.55 -1725.13
Point: 3920.56 -1903.41
Point: 4158.51 -2109.69
Point: 4443.33 -2352.99
Point: 4760.19 -2628.64
Point: 5154.4 -2965.5
Point: 6007.89 -3599.09
Point: 6105.29 -3803.76
Point: 4644.76 -5713.58
Point: 4139.24 -5274.94
Point: 3726.38 -4921.19
Point: 3371.31 -4615.44
Point: 3053.94 -4335.77
Point: 2787.68 -4106.22
Point: 2554.38 -3905.69
Point: 2337.99 -3712.75
Point: 2156.95 -3559.82
Point: 2002.5 -3437.25
Point: 1849.61 -3304.31
Point: 1713.26 -3188.32
Point: 1586.99 -3079.32
Point: 1469.45 -2975.91
Point: 1364.46 -2887.5
Point: 1262.21 -2794.54
Point: 1169.88 -2713.65
Point: 1084.88 -2640.62
Point: 1006.02 -2573.88
Point: 931.536 -2509.92
Point: 860.57 -2447
Point: 795.487 -2392.86
Point: 734.311 -2342.95
Point: 675.671 -2293.57
Point: 617.943 -2239.02
Point: 564.743 -2192.87
Point: 514.692 -2151.41
Point: 466.258 -2108.89
Point: 421.561 -2076.14
Point: 376.063 -2030.67
Point: 332.746 -1987.23
Point: 294.259 -1965.68
Point: 254.792 -1928.52
Point: 217.336 -1896.55
Point: 181.591 -1869.86
Point: 146.212 -1833.52
Point: 112.623 -1805.52
Point: 80.0862 -1777.92
Point: 48.5068 -1747.73
Point: 18 -1727
Segment: 2859.28 -978.332 18 1486 0.844219 1137.46 110
Segment: 1262.21 -2794.54 18 -1727 -2.27524 1300.54 25

6341
Line: 0.846485 1137.97
Line: -2.2739 1300.15
Point: 18 1482
Point: 43.5329 1462.78
Point: 68.2553 1439.12
Point: 92.8404 1428.04
Point: 116.496 1408.56
Point: 140.018 1394.67
Point: 162.458 1374.43
Point: 184.108 1352.84
Point: 206.023 1337.85
Point: 225.745 1311.65
Point: 245.653 1291.08
Point: 267.387 1282.99
Point: 285.998 1260.83
Point: 305.487 1245.24
Point: 324.273 1228.39
